index,moneyAmount,serialNumber,leftNumber1,rightNumber1,leftNumber2,rightNumber2,leftNumber3,rightNumber3,leftNumber4,rightNumber4,leftNumber5,rightNumber5,leftNumber6,rightNumber6,leftNumber7,rightNumber7,leftNumber8,rightNumber8,leftNumber9,rightNumber9,leftNumber10,rightNumber10,leftNumber11,rightNumber11,leftNumber12,rightNumber12,leftNumber13,rightNumber13,leftNumber14,rightNumber14,leftNumber15,rightNumber15
88,100,107107651,aQAFDRtTp4miGPVKXPhWy74jA6g+6NhUdQN1E7shK64=,Hk78p3lbIbzuBqEY7wcU0bnA360TMCXPiLYCpP2SqE0=,ObJP03krOTSNMr9fTiH8pduGgqEW7tgz/4itpBR7ya4=,zreBb2sdWUN5PpHBhcBGD9pjg6p3jWQWgnYZNsLznFs=,IH1QyRUOIiyRRpQmw69ofZcU+/joDnvrHU5V2J+SqGQ=,r3NDPvW/ZHAEuqdpZKKbs+4k+NenVNeR/FlxcVFoxn0=,EwhKooZ8u7VzBHoiVCYXWM9A4Re0l2iKEjaCyTzMjCk=,QbJsbhtt4dNHdBzDlRDjgMAPeOwiClLKo5z646ECGSA=,pmEILoVgKcNpiq6r7xkiW6g2X5oc0gOdNqgPmdBE6aw=,LxBpp7ZdsEObWXy/O9PgBDXc3DAcR25sFn1xR+OtskM=,OyRTZR5xCS+SuxtwxQkKejn+Q7GbkmT5dZbw6lty7FI=,nr8D2wzeAZebZSBB5TXEFniE4yjRFuBy1tHI1cKuhEI=,Bg8uUfdub/x01UklARueaAGE8jKtC0oMb8am3iG4SIY=,VI3XdZtdQ5Hd9cCyi9xtECJ5KJrJ1Le4Ym8VnrsRZ9U=,dExeHZOpUF3MZ6ER7h4QOEB+rRX+gx5GHDeT0AyQ68o=,GHpUgvEJuPNqpr38pZuVQasN9KWY90rxvwO3oRs3KU4=,ir1loc4KkGdtSJ0D3bHr+MLdzu3AMZ1P7hCZlCwZTas=,je/Cgo+goFCNPy11Ld6t5Jh9hKeuSIdSdzQR+ZIn3Js=,Yu7myNUtS1sOkm24xhmg/jehCHZ4k3vRjzPA5kxWVaA=,KaFuDfjYR/umpW7l8RNWIHwXqa30GGMnZLH3rWNFxrI=,9oQOnTeZfsFewBVnLmMR53dsWxyjv86+fArzL/jJ8PM=,QC6BXogWse3VS7xzfNkZu6NKJP7Bg5zRbbZs0e83Mjk=,EztgnEprRRZyhFyHdOxfptJl/7N+jV5fJkSbY/XM+ac=,sguRaCvW5zqfML8GTvWi3uHDnxsmxNmikqi9w/xhkeU=,21bc2yweR+mT5Y9u3TqliyckgY2a67bsUsFv6Dm3rRY=,qU7NU0Iee7N9jE+tyTN6mVGnlxkHYPbrDgpAl4SIUaY=,ouKe4qgoTV6HlE4doZhWrBfjsAiw1zoDOUROzdET8CE=,2oguShyofjo4TbjSDIUCXS7JPKxLTuXXcy1iq3swA3o=,82e1bVrkjF6rpYjFtVLBEuD3BKRz7TvE81PaOflLQ2o=,MuQT02hGwEIlQLVffmaxT6FFvFc0glpF+c5yUaafuT8=
0,100,65176112,4s7rEkh1g2kodizz0urKgcHD5o3DUMakI1067CAaXYI=,86vZ3T+dqWrY+09Ed1BkZMkfnBiVjlRhdx02W32B/mQ=,R66WQO1UDNLcwvjrw6ByXaKqPvzmdlsQ7Udywq0UB0g=,m+BUqnV94sQvQDl5bL+wU9D+gEzO6fiKglOeVM7JZxc=,z/cFBU9F99VANC6UZwfmEO1t4L67t9zUgaW2P3uLvt4=,E9NtTa+Iuf8ETJplBTPtqy7mKXHQIzJxPNyljewqO48=,L7xI0sSKCbkciMb9wCZrkV2AHSGVNh9vcLan9WNfnis=,zpWQR9F9Hhta2BaQWPcnUwCk7Gn5hzEPgvYvldt4afI=,nLjAqJfcdHESgHEgnlNSoYYAQGj1pMXhGWIVn1F2/MA=,NL+QEtIkFjYaWobx32LJcRA+tJKOQg6SsZhLVnKg5xI=,n8jHAcfc9PsZsWM8QYJGF25uX9WX8f+7F2BETyhmqIs=,mrjBrA2XTuoobx84T0H8XdUdkO8kNG4qCcSTbuXnFig=,itKgb2EdWVswsuD0gU/Dg9qG37cST1ibkvSNN+pnzDw=,HoPv6VBUFMyjGJsRQV89Y8kdoZHcKyFS64RkGSdyvh8=,VR8FnjtI5JsU3agvCocWDBCQlSFLwNPNDRWs0DWo1yo=,WZdW+NiYah7Er6usLXjdARVovyLOF1UVDzPZwJbzZaE=,cR4SH8vT8vNu/ijrO3J9nyBqAmRhod3bsmP127IF790=,TzhRznuWhZEk+aDaNLqrna3Pequ0W5UYiklk8qEfk6s=,80yXjZINY45jM/WycmZ5eLQvYKN32jzsI6cSOuxq3Wg=,G+uoCU+JbWEef2qu5/m0lpgAcqcuP9ng2Xt5N+AF0XA=,8NkC5pVYLFweUefqPxmAMnWbZZYUxqcjNLbu/daFlpg=,n/EgRwshpjnF0kyrnJholZCz2oLSg1Xl83yF0Lsi1Ko=,j7s+MOVI/yhs6KsfVU7OG+kQDT18tFg0isJM4Nt199g=,Y36pSmy7sEl0HgAC4AEYxAx44hCQeX9ZN4+bx8PkFyk=,evIwOQl8UAgGrrBBc8TUl+F6UElxPAr4ecvZRnXxtb0=,n605xbxovPXV5nEFMdXa0Eoqdh88wgZ5R8v9x7QnycY=,HPCKZ1ZHwe0/tnOL4FzalQPr3E4cbZnVSKNb5Gv2e6g=,vkZwnxQk6ySS6DASQoN07he+SLb53YMpSsTfSACr5yo=,ldcO3GjFe9LKduakPsPJgCHCHBLID1py/sugiiBC38s=,EVVMZ3zeMyGMaL8XN7Tl65BPk9a3klc79ZeJK1sKyn0=
1,100,23494525,D1P+XFV6DyosEqJ6IdsdciDAB0aRF3ft2U3K6Ih+3Ow=,4LRullpX5gr+ItkJyTwVlXvalRkT/AJk93gKWnKpyUs=,MNFt3qqrpwYWTch6pn0N2h/Mq7XuN7r4Dvva3//TvjA=,m+W1GhstN9u9dOGeuVkfBCkaFgy/LqWBtY6pvmok/B4=,JdK3cEkV/+hQLnNmq2lsCmNn7CbAIAfXOvSLCeeaV8w=,8I2uRsrfb5d8fiAtsNi5KbNyf2QlfaqMpL2ZIW0iepg=,fbovLm033kwFh3o9TyFwirZO7CxASsPopJUQ1eTWbGQ=,ovq3qgWCumy7NbQfb0ZxzFZckNyRPenaLPuexADkq+s=,J8m8my1WJkJ5SSnQ0aOl5ATRAA/4pOEwJOAyMrzLv8s=,FwEy//i8Ap3yCKmPbzoNpvD8vE8LBrKVDg+rg3ccdMk=,3Jo8GmNH29ybNZDrSiOPHEdlU1WTvR9xX5qk02rn0wo=,9oHx52btbpkcq7tC2SrOJ+AmGwpa/YBvMW2sHf3dBtA=,M21VNukBp0AL+7t5kJMjS0U/t82bh8jJEa0ffHgLDyA=,fXm9+8RuWWIJr+aDG2mRTnGzW4AUeQswRGbmEH/vklw=,XLmNYwTnZ1aGhxlvOeNUPnnOACsdYBY0ALNLVH+DQAc=,BFVMpQt6uO56vAC2531Sk7HaPnLQ85drguNuXwNZaQY=,65wIof8GFbv8ou/29Z6HA27QnURib7vqvlooTPwD4Do=,TDkTJ9cgD+Vpj2mvRKc0GXA8Cb2kqq7DbvBmdc7HXbo=,XAMCVtUPabkh/+fDMMzQK3r68pNs2EIYySawzkub9mQ=,p+ZwaMVSz69IdgiQWR4c+IPw7tuiSqttYyY3goqbLIE=,pMfHC7r9IFqhquQ85WJeX9OCL5WfksBVYdRtufa+VZg=,oEyv/Ime7UkFXiHvwCEQYhp+d+Rs6Ykg5b8JBT+H9tM=,YK2o6qNEexqmc+sfdjC/Bge7MLr6A0ykBpnNbdGgVio=,0BIXblZbcIh1HOmT4/wTTY4uJgc6sKovRssruIL0Mtg=,uoKFc8T+2Uc3nFvobe4EvZ4HiDpAvpi46++XK/mh69c=,n/Ap+jjtUXzeo/vXOdqVXF9bUPYUhFwH4swoiBNvV3k=,8sYrExmac8eIZFnoyuPfMiggOr8ukFAwsYTKikAV2Nk=,RCxqeIsVcLMPK2ffrwvPSCPgIN6GvgwpxAZz6vBt0CY=,F9qB4wm1fCL0IuU2dpT33IeGZLYWGnciLaPe0/qI2Ak=,BN4fCYuQeh4C8xZIViw0//dqcCKMc/k2X4qU5C/edNE=
2,100,71263153,VBkWyZBYdI3Ksb70peKnZ4hykHyYU2RURCWWFYd4Mic=,aiWCL26IqmM6lMpdV+qS9uIUWbFhgmS5Ha7BHUtu3o0=,IbRWYx52tCpGGUXr4Z+BK76PDqnBxPBa0YAy8f8dLOQ=,im5yL/kNNf5JJlUVbhSjgHo7hXu30HkyZiJzK7skHOQ=,86q1GR0gx9WxwBmqJAqgb//WHl6SRwHV34LsoMOyAYE=,ARpIltsAuESWgTRRSUqit05yaH/iEBAaydouz613bJ0=,YKW09xL+hUE0o410i/Kg35WPutLlpAJCWtGzql+pDkM=,kZyHitYvQTJEmX5KDbqmG//7H/tzQTlU2pAchklQJDs=,rlFRDUGd0bL453ojdOsjYejv4DywNpjgETQv/96wTHk=,wGVBqesMhOMLs4UeOYh2Z0zhV1kNr6Z9XnDOLXt5C6k=,elXOAZnTo1CoENJD6cQvwY1GQ3lccdj91ogsK3/eNx8=,CyH1M/LYCioyVZHaoPcpTur3fN60xXV9TEqEWvFygJA=,Y5mc3jJ6FBlWtyc1P1sIhfW9VddPm6XEacCj1Nf6Su0=,wimgaDv2xLMXc6qjy2jvGuCJfkiGURLAypw3MJBmODU=,jampb/fJY+S2/gHlmx+MwI0LKh+sVkvKV0keArI5lL0=,3OHNkz7+EcULHrAqTgPIYuuMqmWX2+P+f4vfRzl1Ly4=,LQY2jBRIsUUSJsnCqRURw/aMxgflGqVvMPc2EKoLabY=,6jhjur/HqCMeiaSGbV5QxzXGDeogbg/MP2NXp9y1HYw=,RlqAh0TTbwblkiv5Em/OCPyc49hnazmhijvvNjomZYc=,Q0miWgF4Qt8wyHO8FaqYXlcNdIcHBwDTkhmSWUwsXLU=,/VxA2CB1R+pPNwBt0AszsxorDDjQGnoN7cFdwbwyHlc=,M+J/I27lcnTL5qwK3z+X/r5UoCn94a2uMxdOdruUGog=,Tbr0zU5f7fpEB4dUXg6KFgy6WoYiTOMeGb+ZN+cALMI=,cViiZ8JM/Yc1vRmMvSIT4729/DIOcakLlwWhpFl++go=,9rB0adL9UCp6IHsYjyJL9NvFFncns6vlE4jzvbltcvY=,x+18fxEKQI3wb6ufOLjOS32j+nhGg3BvffLGH3J9DNg=,d7ocoPV7Mj2O1QXvlNNx1PluBGmqwEfTEikVIjVaED0=,8lK2e3g4u5WzDMNp19DEMTtzk6+KXAMc5LZtyTKLoJM=,RUMfE5A5f4Htsjq421Z29zWgoLkugoWIJbpkhxbTbQo=,gDEB5wEFhG+bIsqn2LCv0aB/ro3UpqK/UZf6HSXfHps=
3,100,27555831,ynzpMWDQE5DRLHC+1CaQhmYiA4KFSwICEtyqwcvqSNU=,Qb+1VfLN92Kbc+Sps6x3nUbE457BZzDkNhzhlD8TXx8=,u0UTJzpAvw9GYC6CDz8/Uy0R+RfKs0pOjxp3c+jD9CI=,NFPWD2hGSWkxPSe8L0L5gRiOauNZLizXwNH9AtMLsvY=,MEtGl9n6vTgGBP9QE/gttQ6I5cJ+5cS/Ejf+god9UR8=,8OlZzxL1oer9Opud9f2q9xhhjLU5f+26R/1eKG8ISV8=,Df+xKX1o1e1lROkb4jraFx0hEYo2zKY3tSQU6+0pqNU=,24ubqCP9qxnwibAVgL8kxx8O0WAgBhieUHPGu5eUc1g=,H09ZbOKvBleynyPZfvzlDERdzZ84BeJsWXKnVzfn7aE=,Y7sI4u2OX4dF7VteB/f5ExaY32KnTS1n6O0F12aaR3I=,zWmLStQlNBUdvZybIP2LCsYKtGoejGyJgZZbExWo5UQ=,m4M1qA0VAM9oqOHZf3ezqEWJoFNM7gpiICrJIGgK7aw=,TQAIzxQNuIetKnbC2wOy0bZ6nIHQiHwz845mcyO5B64=,q6S27upOIliWwT1qx72HkIVnukohN4VoWzBJSBt58MQ=,hxFH8gLByEP2pDlw/pi1V5bL/Z2eQ0Fn0szUb/J1w58=,uXNcvVAFubpXzuOl9HzIhkiYWh/1Puh+piC4Nb/+mDY=,zHxnIvOi2to23NN7eh7nF+d2fWq4Rs5yqS5/++jZSas=,qpJFcWPRbHYs3bjHwsKFg0gE9lLXhHLzvS6mOiCvrfA=,048v14x2IoaW87iY8CK1YsLZnpiKY1cfzdCRrdxZOWs=,L22351v3eH2RlnVZ4gG1/azWbV4G/m3PYHCsZPhsQeE=,G5mZXP1zM9RR0KhaJpAG7Hriv07bSLzWUPOH/ksLo2M=,QF07cUh7V/2n7s8LaBork2K8EvXw+BBB14JVUlNSc3k=,HB4KYbVti8lwyL9/CeyJsYBykh94pBI7d5QOYc5c66A=,iKuuYfLSB+bFSc2pDRj43aDdRkOIiXOvSEmJeOGQBx0=,n57HdYbUdcet3EI6MTf+fp/2qwBYA3JjWlJ1Ki5ZqKc=,E4I4T/7k6DNIrSd8vcr8j5a4XKxCD7PirgrbDtwkvEs=,ajii8OKJHzDcWapObnr6PeNuPMOXknBmGFyA0/HkCvM=,+Uf1HeV1/1o7wWn7tdARb0RERQV2Bom10itQTYn0zy8=,v/9h8CpC74NEId0CiIVBRFJBp9bm5KqjvtjqdTBExjE=,10EzU34aOyj5hkOg1v7wE2HJDG8nEg6RH5GMpP2jCPw=
4,100,23666378,MFtkFMgs4GDMTPH3esyoHaT3mTpWHoU0+zYUrZzoKWU=,BfD3yiRsvlWuOPDKj4lsi05XIsYDrNesCpMb/vVGcCw=,l3rrVcRtuLJ8Vb5WXQhYS8euda4fSGsV/5iExixTsvE=,+GO7D0PZslqi7Zv3JA1OSTT1CsgJUGjs/72/LdB97gE=,5h1x5VfHsZZ/3AhYjYTXggyYXB+mnrijA+4hZx/eFUs=,lNpMRUEm5AcZGaUp6vvulVv8eCXLKfpYZTetAriri2A=,fqyrnLlfjfYnxPNasksuLvQ2dGOTkeYP4oT0jC/2dQ0=,rn4tJ2oFpumOuMg+Pv1x/RpcWcEh5N4E8KMcGSyKYHA=,ClzHAelPGXD7g/MhgOAWjiEGbd/mznvy63M0BCC9sYg=,pz/upVY5/f9Er5SjZ/5ykd3kxHFUDkqOKjKIGoVOI5k=,rapqVhBtTULyO7vuJHO/PUYu/7j2dCPJZ31jEob8rCE=,jmvzq5N9sov4GQ117o5gFgi4a9EWW5OIbD4NQnryMK0=,ZRHa7+nCkY3//+oQPXk0OF3WW0Xf350J8cG50qHN4i4=,u2G07u6gRUGzqgyswiBTjy4XomkRWZlRk0b6ORcPlyw=,WYnv1SrQo5ycUfUB/A0t6ds564Hgixnj9LZsaxrbwmM=,nUDZZtiWhgRCppjvuQna5dVeJXDXu2rmH+0nIfNcqDY=,KFdPVpqxVEN0quP2XmkXgPXW+yY35NrCQznkii/kFtw=,Ybhm6pcl5sQSGg8+iP3XsCdBGB6/e84kl5oNRJ07Gwc=,3kfm4hmjt97aMcM4+xDMEwBvscByFJVJt5sBpL5MMug=,hBXkOqm6J3UtWXL+9+LzbkzFjkPOaBhlIC/2IrJ+NII=,nAr0GoRfpvQ9SQ+rm8HuFVbhr1+/3V2jUbEnT897/Lo=,wrCy7KJ+gxqaibvUJB0Il6tsZc6frdQGyRHRC7myRxo=,SIMnc6nbbOoLrbVPAm5eOlXWeFSvN0Naf7UmXQK7lvM=,IY+2WAu+XG67Xew8iV/kot9zrLPFMYyZD4u5f9pLD5A=,Swu+JTZq5o1UIVaeEbYqoSTOcFaen9iOQGiYdqHx0zE=,HpOk/9EUAWMmoe1qbBgRle+24ePv1aWtm6+qv7JcSTc=,NpWz6YDbCWbPdQMfSgIPO67IDXLfVtpIbpRStKQ1L3k=,NlCdOuWBSRVcUpJSLoY6F26vKV0+NzWGjjsQY7v5+hQ=,zY/t5wrrTMfubg+dAu4iTpG44MaHdC3tinFzeMxt5aQ=,DbyxS5dzgQybnR0S0mS0RIPM8I9AL2Nw+VjTssEE3ts=
90,100,100880403,MROjWsRM5d9LXrVDggs60PhSj89usdLfXOKgHh31Mgc=,h3lluUm8GVo145XuyIAiUPhf4B19rY8uA7OtdkaSsNs=,aVWGR9TPXQnLW3bLr/v0qPGiE+TSAuDZ1++sO1xz8nE=,0JoNVjVDFm8sBxoBI07bTCyEA/C0QDNakgdzeoEZktk=,9WFsDZJxQqV0LF4EfELNNJu3uOqZ0ZWTtL8mUG95hJY=,Rg1l3qeXKAifhmdmCYwG13gBMadtDSka0oF3eC/6foU=,8n6TERzGZKkSWRzbtHTj6B82huJxruDPZtOy4ACyzyg=,n6E5n7kMqVj0it4Ojka3B6EAmcU3ruVxEcgwCw9mzo0=,twtPo4M73COKsYsCG45Co+ZVnGEDRj2rfEf5d301fqk=,sxicYMTr+EwWnGUO4RyT24DyJRO487hH7fsPhaoCw+c=,EKjXV9GDBeTHGcKx9kMX2jyljhWVaMXGag0XQQ4CnjY=,C6Hf+2Ds9AHh+dSMdxsusC4S1Ps9sw5mbB2+lOLCqSs=,RdVv4Jj7RtJoLtuC3dvKbr9ufRcMWYNXJWXxlPtLtgg=,X/zGZRIw55RccFE/I6zwZ0ktUgHZFT1Zyyi/9sgsGVY=,b/prVlNtGyEx+ZXNG5CbfNp0SoLqoffYINo8YheZuR8=,pH2Ejv4TW8azMDJw77aJ0Oa1zO/3f6Oswb8Cknqd8TE=,4vIEUZvdGXNakefxb5UXUwtOSa8cnK1Av5OU91LLqBI=,Mna2FQvg+6lXjpi8F/9k+fa0JQf23Js2aZ6E1sieR1o=,xX04aDCzdCAU9A4vc/FdveiZ3NsZTfC7vXdT5QSTt+A=,ey8eqczBLOeW8w7WyZuaTQCD7ztAbjxceW4GsDsjBHA=,qWKFX1osL5R9z3Fu1MKGzlFKgHlegZxGzs9/Cb0MvgY=,qZkpA3q32Kk8dCoUD5dL1IKMcPUp7y6zN4kdnZM/kLA=,YZ+Up/IsxhM9/TH3KvTNrs1XehKMX+7t4DBCiNvS0BE=,RfMeO1U7AUKkvJIP8Lz1vO3Y931iLn9bG1lnSc//Rf8=,Gn2ulxsDmGHdy6kvuiZJIRzhoO6q4etQctZ1POMy2lI=,5gV8br1uO+9cDd1UmDiWLBFCX2cCle5rjza10JSzqZU=,tsDBm6PsnBcn5UceEljy0qC0xWr5o5/1xKpCwPjvz4w=,dB1B4/3jncJC8MeitNx6JslXhApbudT7xF+hiK6Tjbc=,CnR+QMO17nuHrNsZdSBoiGhux1fNkX8vcdp/Fw7eM+M=,MW0V+Yu/in7/qyJU8N+3V9JeF7zUNJRmHwCYhfQC8Wo=
91,100,25280213,ZOeL9wWQwm87UmEkB5XSdcbofgKcJ0U/lGn/Aes+XoA=,2kaUSybD/+pqpoNE03CywvJxeW6HBu4XmKsZJXYelTE=,RmNBW+h1/TDxJCrlQcG3pWLC7vjV2G69nTIang4f+PY=,XQYtg2BvuOPcU/gz2chHp3n6rdjz7SQ89axuem/r3UM=,/Up8bcFIynykl2gUz5MgbXwEq/esMmRe89Q1i8PwM5E=,Ynedtcq5KUifbCSo8Pgj5/qrh9CtWp6cSCTtkr1o1Gs=,tuVFWh/5tdzXAhVjx49fO7CukNEZ+Sd0wdO4EPg2TDc=,BgJH/ky3SxSh5M1QUw2Yk9S4jZaCiGArLK7jKBmb1tw=,JvoXNjR0MCqI4DZ2QHO2nrC4ofEcPt0FBz5tiiOVNME=,1fBNWfYrajOPvkViC4n/I/RnWfQdjWh823WWwrYXemU=,fWmrG5embinwPY1/jQ6UVZg+wlaI2KgbhYi5/A6hA2w=,WeqMjzoZdsfp+Rs4ywVtHcdIZijLQBnfMUljDejeKKQ=,UY44vQa4WArb8iLFtjhuNlK52q2vzlfGZjjyZO6E8TE=,cb0uLCoEiuvzGBM94uPE7uMPg05VIdAFhxPiWlI34CU=,RFRWBvdbzeW3zY/fZ5VxqcByKpxJWaNb2loSTtqxZFY=,LvMhsHR/1lz4EfK4YUeQ7dzzsrLm1+auIBpiYJl7f/U=,kUzilcpwhkZsrgxeowOldJYiZDQ1us03cDdq+5C7YvI=,ne7F52VFYLCOEcp79H93sRVoN1IWviTn/OZPxVMMqqQ=,N6tWk5wGSDMmflLkAdgsAz4G8LTHj53e3lCB7wnyLsI=,PsI7odu9iiQGngocE8ajp6nwlC7pU1H8RYjZltJDeJc=,UWtDDv9+xXZntmx+mXIJwp9c8sXWvu8U99aK+KYvlj4=,mcIh+O6+OpioFx77fKItG4RxmzqnPhBm3G6EYv8Smxc=,1fsiL5DPu/6ZNXe55Q5djx4B+MwtnpjRqzq8xLbK3qo=,KfEqAPo0uv3IfjBB7ciNkCbzhobW602sWuQ4mKV98ow=,szpsDYzx9YfhkZ8GKDT77v18aCEFLfrmpJlka5RGRgA=,DY+djFCF8ZE7xr8/IRnos7PlB2ROBqRDDpFFAnmoaiw=,yZpIoaqk9T2SyJvbTFmWjHGN5fGwg565zhjAWtT/vrg=,YuLAfXKhAF/MxBapY/Q/xR8Ms/I+jyF9fT6dvXNo8B4=,HZwCr2O1EfJnRo9z6U3enEVIyOGfHDJgpQ3B7wjyneY=,EKGciQ+RNv83yEWOhT4AkGA7qxZjkycJeKnd6w4Mcug=
92,100,103033546,fdM6euxzWBFhgdhh3Ud1Yk0BlzkgYl74j66Jg8GmqFU=,ZIuRjW6T5ayymZi8SnVjxJW5JF1hgquEA9HcLp6+0T0=,YeG7Ffrjn/N9agEE3+Ul7ITYLtzQolJQ+rSwMTpMaK8=,+Obh4IePIMahn9W7+ztkNNQAYGiWxJKgjgXd1sG6X+4=,8JrYnhMazDxvJEEezW+KZsusLJeJwlAGJPh7w++X++M=,PJArpQqdZnmBY8z8vE87sARP1E3UGlCGNSOJr7k2ql4=,aXMQqg9LsruyS27HM6AtM2BYOYnylDb1mTR4GdTslzE=,OFi6dzDxqjsuBzmkUxhXrJnsHn9g+ZMx2IUj4ZZL3yY=,Vr1Rospv97GSTtQNCW1UwAHypy1a4YueVGTx0jIoo+o=,9Ka0UrrAIPWy6XSKN8w/z5I0/TlY9d9flqkcFNPJj4s=,XHt8UvQiLZSFVey8uIAxLzRZ/QEUg+9aMBf0k+YnLtg=,LoEf6jaMu3xdoygEPRknCMM/3Ym02SXzxk33DBPZDTQ=,3PJmy0xdQAw3gFAtB7s3mdVMWrm+MNWozBX33uQgR9c=,aVuFSMJiEVp/SCMwNNYM75GO04JV4QcTMMRFzxXDiyw=,PZQZMkwmBHdqRpp1JllkiBTNoTIb66CMhT6j4FmGtUo=,yamKaCtCFrSS1NG6RqgsguFBy2JcR/zMd/Z3GNgk0gg=,gUJKsQaI8HF5b+9UmWAwNlnOactGJyi+JxeVMAwiq70=,+qrwGbYi8jMeXckP5JQwxGpUeJoC5arORNpDfsdkAYo=,s8rtugAFVawYQGJGgZVO321aC8cZdnp5MEhZvA9if6c=,Z9ROKhJ9kf6MGq6FNOKOBmwjABc/y57+1/BBdcWmwJE=,z16IxzGTkRj4xY8dBlDldCTScll+nEOVLQEEpHjj3DY=,LDKoDKq8fZrLXgup8iyDUNfSZGn1JXjbMFc3OkKkHFQ=,zuTpp6svDw4zROgleiwFFyCBOYmsVS33ARalNwZfS5k=,yfWau7qzImJKaz8KTihdiEoW67b98jAr5AXprgwA7zI=,qBL/vyBThX+olYGezATFOk1w/H2ib+xXWD+JGe8iGac=,195A6uSvpnCivbvtX18BYj2GKi3CYHZDA6UlxLPuaRs=,5u2JvcN+mB2xkX1qVshxjFtCQujH5XgLyXLBXTyHPLQ=,5M68gGO9TLIwT4ZnUFkfWdpq2e0z3lGCUw86DBQiIMY=,kc4ylnL7ZHOjugFueo5KPbIk9XjSj2yF5JuLmdvo/cQ=,JdGUv7YroxBaBbXUCOea6So73k9yfaR/0v3CPtZOWRE=
93,100,90176189,wnjpEXiLW5w+mANlT7CBmJhKzUpNhjhEi7myk2kau2A=,jG9z5CGuWEo1hbXP57q4a6laNi0OfKqBF3HMmAWnSdY=,aq/lIfysxAFOYVkLG+Vzs7lZrb69sb3f+Ni9Ap2J3w0=,oRusb348EG3YlGwLgJR1+1JSAlqPb/BXCDtjDA4r+IA=,66lJsyengfk3aq6Wk5z0TGP09YSNcsVTLIp1tKTB6sI=,5UmE3Z/7xcr1G/u24R22nXiEIzfa6ddNux+RqKRXftY=,zyR23JSigLzzgCsluWfCzOsD8zRmos0pP/TnzQuNFfk=,RUOZeN/c84PvQE7KR+/1Hu7XSwtIT4YzFI+r/AGbRQE=,CTN1rE94trEH8nZV6XpX/yVfKfQmZqZia6ZxvtO4O9A=,j/+zbKFeSYs830vTJUJwlJEeu5SYlB+RaXW8y/qnUbo=,Fnu6CdWGzHnybjhBFrEjm4t4pJUAOsoHtlqoFZeNgA0=,bbfrYeT+Wdn7maUmp98Nq2+s/MFDs/qtekjjjkRxQb0=,mzPb8r5Trt5ocLYWW/mBQbxqqb30EhJaPxGXY6OjCk0=,5saCu3jEUfkf+/M68db/0f/46l1MAt/xM1sBOmxXZXA=,jGlq2vkExqljDeGRyPybwmhKEeC+G6ObqPwo/kmKgAo=,GQDxbE6kSv/JkuQ8X0gkYojEIW4dB+bz2yDR8SV2gUI=,VyfcdRNDdLK7Th3TYTVCPFe7ZFGh8WRSzl4d89NWMDk=,z81OyGnsbtoTFZWn2YPz48NRqfq5k2HVJUUNaf83mmw=,DxwPfV7elh7ujCL7yQRLaFah6dXdbfrx3dAz6aJWYm4=,2H2EsuB3pNZTW1DzHFWtEBVAlGZuny9TubhCWkT/cng=,2KPIqUjgEWuibD4LxVI0CIxbFkyL1f9Ve6kmEDV8b1o=,PAW5GosPnR29fkcISQtK9WnSqFMHXzofCVbSktkbn9A=,DNOoI8xwDFsS2Yhke5SLl7Uceq1L2l36R6clFy0AWdw=,UpNBl4a4elBAKfCudLy/zz44Aw5hlV14VJjNGFYThA4=,S7WsZnAdBHEA2NJx5U1U0myWdvwWy5HIiQDveE3kBJY=,DBz4hNqTV1hATukBwQeqfksOu5dgosdzbr4wFsG87tI=,Gh8S4ZVHb2IW/5y4yrIJnxoOT9r+piA8JrepA37eXm4=,RUvp3CGtupaIC7PyycdgkAe1MWyu3v1/D59jE9ze5/8=,Nj75Oq1B0WtkBN15x8J8PMyymBHRqNyQtEEiVywWX0A=,y+tuG0SuhR9vmQVti5kR6OLWCUH9BlGp7mLtumu36oM=
